chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockstart,blockSizes,blockStarts,blackend,start,end,Intron,severity
27222ref,3764,4041,JUNC00000098,3,+,3764,4041,255;0;0,2,106,147,0,130,3870,3894,24,0
27222ref,1991,2308,JUNC00000066,4,+,1991,2308,255;0;0,2,147,147,0,170,2138,2161,23,0
27222ref,7391,7710,JUNC00000146,5,+,7391,7710,255;0;0,2,148,148,0,171,7539,7562,23,0
27222ref,4882,5151,JUNC00000122,41,-,4882,5151,255;0;0,2,98,149,0,120,4980,5002,22,0
27222ref,8994,9173,JUNC00000181,3687,+,8994,9173,255;0;0,2,8,149,0,30,9002,9024,22,0
27222ref,7498,7669,JUNC00000147,1,+,7498,7669,255;0;0,2,44,107,0,64,7542,7562,20,0
27222ref,4655,4824,JUNC00000118,1,+,4655,4824,255;0;0,2,110,41,0,128,4765,4783,18,0
27222ref,9025,9340,JUNC00000185,3,+,9025,9340,255;0;0,2,149,149,0,166,9174,9191,17,0
27222ref,2668,2857,JUNC00000081,12,-,2668,2857,255;0;0,2,148,25,0,164,2816,2832,16,0
27222ref,9014,9326,JUNC00000184,8,+,9014,9326,255;0;0,2,148,148,0,164,9162,9178,16,0
27222ref,2448,2761,JUNC00000078,33,+,2448,2761,255;0;0,2,150,148,0,165,2598,2613,15,0
27222ref,5994,6231,JUNC00000132,20,-,5994,6231,255;0;0,2,72,150,0,87,6066,6081,15,0
27222ref,4136,4418,JUNC00000107,20,+,4136,4418,255;0;0,2,121,147,0,135,4257,4271,14,0
27222ref,4550,4715,JUNC00000115,1,+,4550,4715,255;0;0,2,115,36,0,129,4665,4679,14,0
27222ref,8294,8607,JUNC00000169,4,+,8294,8607,255;0;0,2,150,149,0,164,8444,8458,14,0
27222ref,773,1085,JUNC00000024,18,-,773,1085,255;0;0,2,149,150,0,162,922,935,13,0
27222ref,1456,1626,JUNC00000047,112,+,1456,1626,255;0;0,2,149,8,0,162,1605,1618,13,0
27222ref,2677,2979,JUNC00000083,2,-,2677,2979,255;0;0,2,143,147,0,155,2820,2832,12,0
27222ref,2993,3106,JUNC00000090,1,-,2993,3106,255;0;0,2,93,9,0,104,3086,3097,11,0
27222ref,304,471,JUNC00000002,13,+,304,471,255;0;0,2,150,8,0,159,454,463,9,0
27222ref,1238,1544,JUNC00000041,10,-,1238,1544,255;0;0,2,148,149,0,157,1386,1395,9,0
27222ref,1827,2009,JUNC00000059,2,-,1827,2009,255;0;0,2,150,23,0,159,1977,1986,9,0
27222ref,689,850,JUNC00000014,2,-,689,850,255;0;0,2,43,110,0,51,732,740,8,0
27222ref,1001,1259,JUNC00000036,1555,-,1001,1259,255;0;0,2,149,101,0,157,1150,1158,8,0
27222ref,824,1126,JUNC00000025,358,+,824,1126,255;0;0,2,145,150,0,152,969,976,7,0
27222ref,7540,7845,JUNC00000152,9,+,7540,7845,255;0;0,2,149,149,0,156,7689,7696,7,0
27222ref,7718,7891,JUNC00000158,10,+,7718,7891,255;0;0,2,148,18,0,155,7866,7873,7,0
27222ref,1749,2014,JUNC00000056,14,+,1749,2014,255;0;0,2,111,148,0,117,1860,1866,6,0
27222ref,4323,4480,JUNC00000110,1,-,4323,4480,255;0;0,2,143,8,0,149,4466,4472,6,0
27222ref,9803,10107,JUNC00000195,4,-,9803,10107,255;0;0,2,150,148,0,156,9953,9959,6,0
27222ref,1262,1512,JUNC00000042,14,+,1262,1512,255;0;0,2,149,96,0,154,1411,1416,5,0
27222ref,6990,7240,JUNC00000137,25,+,6990,7240,255;0;0,2,147,98,0,152,7137,7142,5,0
27222ref,7427,7724,JUNC00000149,8,-,7427,7724,255;0;0,2,146,146,0,151,7573,7578,5,0
27222ref,8779,9078,JUNC00000178,41331,+,8779,9078,255;0;0,2,144,150,0,149,8923,8928,5,0
27222ref,9478,9779,JUNC00000191,3,+,9478,9779,255;0;0,2,149,147,0,154,9627,9632,5,0
16747ref1,823,1099,JUNC00000001,170,+,823,1099,255;0;0,2,120,150,0,126,943,949,6,0
16747ref1,824,1126,JUNC00000002,264,+,824,1126,255;0;0,2,145,150,0,152,969,976,7,0
16747ref1,951,1308,JUNC00000003,610,-,951,1308,255;0;0,2,150,150,0,207,1101,1158,57,0
16747ref1,974,1275,JUNC00000004,2,+,974,1275,255;0;0,2,148,147,0,154,1122,1128,6,0
16747ref1,1071,1537,JUNC00000005,165,+,1071,1537,255;0;0,2,51,150,0,316,1122,1387,265,0
16747ref1,1001,1308,JUNC00000006,76,-,1001,1308,255;0;0,2,149,150,0,157,1150,1158,8,0
16747ref1,1217,1439,JUNC00000007,16,-,1217,1439,255;0;0,2,150,9,0,213,1367,1430,63,0
16747ref1,1642,1973,JUNC00000008,3,-,1642,1973,255;0;0,2,109,147,0,184,1751,1826,75,0
16747ref1,1790,2062,JUNC00000009,291,-,1790,2062,255;0;0,2,36,150,0,122,1826,1912,86,0
16747ref1,2238,6375,JUNC00000010,76,+,2238,6375,255;0;0,2,150,150,0,3987,2388,6225,3837,0
16747ref1,2532,2800,JUNC00000011,1,+,2532,2800,255;0;0,2,46,105,0,163,2578,2695,117,0
16747ref1,2435,2755,JUNC00000012,34,+,2435,2755,255;0;0,2,149,149,0,171,2584,2606,22,0
16747ref1,2448,2763,JUNC00000013,3,+,2448,2763,255;0;0,2,150,150,0,165,2598,2613,15,0
16747ref1,2698,3055,JUNC00000014,10,+,2698,3055,255;0;0,2,150,150,0,207,2848,2905,57,0
16747ref1,2898,3091,JUNC00000015,4,+,2898,3091,255;0;0,2,21,123,0,70,2919,2968,49,0
16747ref1,3023,3210,JUNC00000016,76,+,3023,3210,255;0;0,2,148,14,0,173,3171,3196,25,0
16747ref1,3234,3434,JUNC00000017,58,-,3234,3434,255;0;0,2,23,150,0,50,3257,3284,27,0
16747ref1,3241,3416,JUNC00000018,2,+,3241,3416,255;0;0,2,121,45,0,130,3362,3371,9,0
16747ref1,4249,4418,JUNC00000019,13,+,4249,4418,255;0;0,2,8,147,0,22,4257,4271,14,0
16747ref1,4206,4564,JUNC00000020,5,+,4206,4564,255;0;0,2,150,150,0,208,4356,4414,58,0
16747ref1,4244,4568,JUNC00000021,8,+,4244,4568,255;0;0,2,149,150,0,174,4393,4418,25,0
16747ref1,4264,4568,JUNC00000022,2235,-,4264,4568,255;0;0,2,149,150,0,154,4413,4418,5,0
16747ref1,4424,4673,JUNC00000023,132,-,4424,4673,255;0;0,2,73,118,0,131,4497,4555,58,0
16747ref1,4418,4824,JUNC00000024,130,-,4418,4824,255;0;0,2,121,150,0,256,4539,4674,135,0
16747ref1,4552,4730,JUNC00000025,1,-,4552,4730,255;0;0,2,122,29,0,149,4674,4701,27,0
16747ref1,4848,5171,JUNC00000026,8,+,4848,5171,255;0;0,2,145,149,0,174,4993,5022,29,0
16747ref1,5570,5777,JUNC00000027,44,-,5570,5777,255;0;0,2,34,149,0,58,5604,5628,24,0
16747ref1,5586,5925,JUNC00000028,464,+,5586,5925,255;0;0,2,150,150,0,189,5736,5775,39,0
16747ref1,6025,6467,JUNC00000029,36,+,6025,6467,255;0;0,2,149,150,0,292,6174,6317,143,0
16747ref1,6070,6375,JUNC00000030,11,+,6070,6375,255;0;0,2,149,150,0,155,6219,6225,6,0
16747ref1,6414,6743,JUNC00000031,210,-,6414,6743,255;0;0,2,150,150,0,179,6564,6593,29,0
16747ref1,6871,7699,JUNC00000032,2,-,6871,7699,255;0;0,2,54,143,0,685,6925,7556,631,0
16747ref1,7427,7749,JUNC00000033,1,-,7427,7749,255;0;0,2,9,122,0,200,7436,7627,191,0
16747ref1,7451,7607,JUNC00000034,9,-,7451,7607,255;0;0,2,122,29,0,127,7573,7578,5,0
16747ref1,7510,7816,JUNC00000035,17,-,7510,7816,255;0;0,2,150,149,0,157,7660,7667,7,0
16747ref1,7579,7939,JUNC00000036,12,+,7579,7939,255;0;0,2,149,150,0,210,7728,7789,61,0
16747ref1,7699,8041,JUNC00000037,37,-,7699,8041,255;0;0,2,149,150,0,192,7848,7891,43,0
16747ref1,7737,8013,JUNC00000038,3,+,7737,8013,255;0;0,2,120,149,0,127,7857,7864,7,0
16747ref1,7712,7875,JUNC00000039,7,+,7712,7875,255;0;0,2,145,8,0,155,7857,7867,10,0
16747ref1,8338,8610,JUNC00000040,528,+,8338,8610,255;0;0,2,150,64,0,208,8488,8546,58,0
16747ref1,8368,8695,JUNC00000041,419,+,8368,8695,255;0;0,2,149,41,0,286,8517,8654,137,0
16747ref1,8811,9094,JUNC00000042,2,+,8811,9094,255;0;0,2,104,97,0,186,8915,8997,82,0
16747ref1,8773,9078,JUNC00000043,2147,+,8773,9078,255;0;0,2,150,150,0,155,8923,8928,5,0
16747ref1,8801,9244,JUNC00000044,5,+,8801,9244,255;0;0,2,150,114,0,329,8951,9130,179,0
16747ref1,9021,9269,JUNC00000045,2,+,9021,9269,255;0;0,2,9,141,0,107,9030,9128,98,0
16747ref1,8911,9251,JUNC00000046,3,-,8911,9251,255;0;0,2,145,148,0,192,9056,9103,47,0
16747ref1,8987,9227,JUNC00000047,2,+,8987,9227,255;0;0,2,149,73,0,167,9136,9154,18,0
16747ref1,9994,10160,JUNC00000048,1,+,9994,10160,255;0;0,2,143,8,0,158,10137,10152,15,0
17075ref1,207,534,JUNC00000001,6,-,207,534,255;0;0,2,24,150,0,177,231,384,153,0
17075ref1,304,518,JUNC00000002,80,+,304,518,255;0;0,2,150,55,0,159,454,463,9,0
17075ref1,322,725,JUNC00000003,83,+,322,725,255;0;0,2,149,146,0,257,471,579,108,0
17075ref1,379,834,JUNC00000004,2,+,379,834,255;0;0,2,149,146,0,309,528,688,160,0
17075ref1,505,816,JUNC00000005,1,+,505,816,255;0;0,2,29,122,0,189,534,694,160,0
17075ref1,656,844,JUNC00000006,4,-,656,844,255;0;0,2,8,150,0,38,664,694,30,0
17075ref1,611,843,JUNC00000007,23,+,611,843,255;0;0,2,56,149,0,83,667,694,27,0
17075ref1,526,842,JUNC00000008,21,+,526,842,255;0;0,2,148,148,0,168,674,694,20,0
17075ref1,533,721,JUNC00000009,6,+,533,721,255;0;0,2,148,23,0,165,681,698,17,0
17075ref1,533,858,JUNC00000010,5,+,533,858,255;0;0,2,148,148,0,177,681,710,29,0
17075ref1,722,900,JUNC00000011,171,+,722,900,255;0;0,2,8,146,0,32,730,754,24,0
17075ref1,708,1008,JUNC00000012,13,+,708,1008,255;0;0,2,22,144,0,156,730,864,134,0
17075ref1,599,919,JUNC00000013,12,-,599,919,255;0;0,2,145,134,0,186,744,785,41,0
17075ref1,711,1010,JUNC00000014,18,-,711,1010,255;0;0,2,149,144,0,155,860,866,6,0
17075ref1,714,5336,JUNC00000015,1913,-,714,5336,255;0;0,2,146,150,0,4472,860,5186,4326,0
17075ref1,811,1028,JUNC00000016,10,+,811,1028,255;0;0,2,56,150,0,67,867,878,11,0
17075ref1,766,1149,JUNC00000017,33,+,766,1149,255;0;0,2,112,147,0,236,878,1002,124,0
17075ref1,824,1126,JUNC00000018,33,+,824,1126,255;0;0,2,145,150,0,152,969,976,7,0
17075ref1,943,1132,JUNC00000019,4,+,943,1132,255;0;0,2,26,147,0,42,969,985,16,0
17075ref1,946,1171,JUNC00000020,5,+,946,1171,255;0;0,2,23,149,0,76,969,1022,53,0
17075ref1,1002,7735,JUNC00000021,7,+,1002,7735,255;0;0,2,22,150,0,6583,1024,7585,6561,0
17075ref1,955,1191,JUNC00000022,1104,-,955,1191,255;0;0,2,146,33,0,203,1101,1158,57,0
17075ref1,963,1287,JUNC00000023,6,+,963,1287,255;0;0,2,148,150,0,174,1111,1137,26,0
17075ref1,967,1283,JUNC00000024,3,+,967,1283,255;0;0,2,149,150,0,166,1116,1133,17,0
17075ref1,974,1275,JUNC00000025,8,+,974,1275,255;0;0,2,148,147,0,154,1122,1128,6,0
17075ref1,977,1292,JUNC00000026,54,+,977,1292,255;0;0,2,150,145,0,170,1127,1147,20,0
17075ref1,979,1167,JUNC00000027,54,-,979,1167,255;0;0,2,149,9,0,179,1128,1158,30,0
17075ref1,1002,1303,JUNC00000028,77,-,1002,1303,255;0;0,2,148,145,0,156,1150,1158,8,0
17075ref1,1005,1312,JUNC00000029,15,-,1005,1312,255;0;0,2,149,149,0,158,1154,1163,9,0
17075ref1,1075,1381,JUNC00000030,4,+,1075,1381,255;0;0,2,149,149,0,157,1224,1232,8,0
17075ref1,1541,2126,JUNC00000031,2,+,1541,2126,255;0;0,2,106,145,0,440,1647,1981,334,0
17075ref1,1731,2030,JUNC00000032,2,+,1731,2030,255;0;0,2,18,150,0,149,1749,1880,131,0
17075ref1,1606,1973,JUNC00000033,101,-,1606,1973,255;0;0,2,145,147,0,220,1751,1826,75,0
17075ref1,1607,1924,JUNC00000034,34,+,1607,1924,255;0;0,2,147,144,0,173,1754,1780,26,0
17075ref1,1780,2025,JUNC00000035,2,+,1780,2025,255;0;0,2,20,140,0,105,1800,1885,85,0
17075ref1,1683,2062,JUNC00000036,527,-,1683,2062,255;0;0,2,143,150,0,229,1826,1912,86,0
17075ref1,1976,2298,JUNC00000037,5,-,1976,2298,255;0;0,2,149,148,0,174,2125,2150,25,0
17075ref1,2240,2556,JUNC00000038,12,+,2240,2556,255;0;0,2,148,149,0,167,2388,2407,19,0
17075ref1,2354,2782,JUNC00000039,2,+,2354,2782,255;0;0,2,147,146,0,282,2501,2636,135,0
17075ref1,2417,2723,JUNC00000040,90,+,2417,2723,255;0;0,2,148,145,0,161,2565,2578,13,0
17075ref1,2432,7791,JUNC00000041,65,+,2432,7791,255;0;0,2,146,92,0,5267,2578,7699,5121,0
17075ref1,2435,2756,JUNC00000042,36,+,2435,2756,255;0;0,2,149,150,0,171,2584,2606,22,0
17075ref1,2449,2763,JUNC00000043,10,+,2449,2763,255;0;0,2,149,150,0,164,2598,2613,15,0
17075ref1,2640,2839,JUNC00000044,82,+,2640,2839,255;0;0,2,45,149,0,50,2685,2690,5,0
17075ref1,2639,2846,JUNC00000045,142,+,2639,2846,255;0;0,2,46,149,0,58,2685,2697,12,0
17075ref1,2654,2988,JUNC00000046,14,+,2654,2988,255;0;0,2,43,148,0,186,2697,2840,143,0
17075ref1,2658,3005,JUNC00000047,7,-,2658,3005,255;0;0,2,144,149,0,198,2802,2856,54,0
17075ref1,2668,2856,JUNC00000048,46,-,2668,2856,255;0;0,2,148,24,0,164,2816,2832,16,0
17075ref1,2819,3033,JUNC00000049,136,+,2819,3033,255;0;0,2,11,149,0,65,2830,2884,54,0
17075ref1,2807,3169,JUNC00000050,40,-,2807,3169,255;0;0,2,149,148,0,214,2956,3021,65,0
17075ref1,2853,3203,JUNC00000051,12,+,2853,3203,255;0;0,2,147,149,0,201,3000,3054,54,0
17075ref1,3063,3382,JUNC00000052,3524,+,3063,3382,255;0;0,2,150,150,0,169,3213,3232,19,0
17075ref1,3094,3382,JUNC00000053,362,+,3094,3382,255;0;0,2,130,150,0,138,3224,3232,8,0
17075ref1,3108,3434,JUNC00000054,50,-,3108,3434,255;0;0,2,149,150,0,176,3257,3284,27,0
17075ref1,3274,3420,JUNC00000055,2,+,3274,3420,255;0;0,2,79,26,0,120,3353,3394,41,0
17075ref1,3636,3916,JUNC00000056,135,-,3636,3916,255;0;0,2,126,149,0,131,3762,3767,5,0
17075ref1,3687,3944,JUNC00000057,1295,+,3687,3944,255;0;0,2,99,148,0,109,3786,3796,10,0
17075ref1,3798,4043,JUNC00000058,54,+,3798,4043,255;0;0,2,52,149,0,96,3850,3894,44,0
17075ref1,3897,4403,JUNC00000059,2,+,3897,4403,255;0;0,2,128,146,0,360,4025,4257,232,0
17075ref1,4020,4191,JUNC00000060,28,-,4020,4191,255;0;0,2,8,148,0,23,4028,4043,15,0
17075ref1,3913,4224,JUNC00000061,15,+,3913,4224,255;0;0,2,148,149,0,162,4061,4075,14,0
17075ref1,4128,4407,JUNC00000062,5,+,4128,4407,255;0;0,2,24,146,0,133,4152,4261,109,0
17075ref1,4090,4406,JUNC00000063,4,-,4090,4406,255;0;0,2,149,145,0,171,4239,4261,22,0
17075ref1,4184,4417,JUNC00000064,13,+,4184,4417,255;0;0,2,73,146,0,87,4257,4271,14,0
17075ref1,4257,4530,JUNC00000065,86,-,4257,4530,255;0;0,2,95,148,0,125,4352,4382,30,0
17075ref1,4314,4730,JUNC00000066,12,-,4314,4730,255;0;0,2,61,149,0,267,4375,4581,206,0
17075ref1,4235,4414,JUNC00000067,184,-,4235,4414,255;0;0,2,147,26,0,153,4382,4388,6,0
17075ref1,4372,4564,JUNC00000068,72,-,4372,4564,255;0;0,2,10,143,0,49,4382,4421,39,0
17075ref1,4264,4568,JUNC00000069,86,-,4264,4568,255;0;0,2,149,150,0,154,4413,4418,5,0
17075ref1,4410,4666,JUNC00000070,120,-,4410,4666,255;0;0,2,87,111,0,145,4497,4555,58,0
17075ref1,4426,4720,JUNC00000071,2,-,4426,4720,255;0;0,2,106,53,0,241,4532,4667,135,0
17075ref1,4579,7626,JUNC00000072,3,+,4579,7626,255;0;0,2,102,146,0,2901,4681,7480,2799,0
17075ref1,4540,4862,JUNC00000073,10,+,4540,4862,255;0;0,2,149,150,0,172,4689,4712,23,0
17075ref1,4541,7640,JUNC00000074,8,-,4541,7640,255;0;0,2,150,150,0,2949,4691,7490,2799,0
17075ref1,4724,4927,JUNC00000075,85,+,4724,4927,255;0;0,2,41,144,0,59,4765,4783,18,0
17075ref1,4712,5249,JUNC00000076,124,+,4712,5249,255;0;0,2,97,142,0,395,4809,5107,298,0
17075ref1,4695,5187,JUNC00000077,1,+,4695,5187,255;0;0,2,128,23,0,469,4823,5164,341,0
17075ref1,4842,5236,JUNC00000078,4,-,4842,5236,255;0;0,2,21,149,0,245,4863,5087,224,0
17075ref1,4960,5299,JUNC00000079,7,+,4960,5299,255;0;0,2,149,150,0,189,5109,5149,40,0
17075ref1,4982,5393,JUNC00000080,582,-,4982,5393,255;0;0,2,148,146,0,265,5130,5247,117,0
17075ref1,5229,5617,JUNC00000081,2,+,5229,5617,255;0;0,2,147,129,0,259,5376,5488,112,0
17075ref1,5370,5752,JUNC00000082,2,+,5370,5752,255;0;0,2,30,121,0,261,5400,5631,231,0
17075ref1,5375,5713,JUNC00000083,66,+,5375,5713,255;0;0,2,79,150,0,188,5454,5563,109,0
17075ref1,5513,5778,JUNC00000084,17,-,5513,5778,255;0;0,2,87,145,0,120,5600,5633,33,0
17075ref1,5579,5759,JUNC00000085,1,-,5579,5759,255;0;0,2,25,126,0,54,5604,5633,29,0
17075ref1,5693,5999,JUNC00000086,747,+,5693,5999,255;0;0,2,148,145,0,161,5841,5854,13,0
17075ref1,5854,6053,JUNC00000087,8,+,5854,6053,255;0;0,2,29,148,0,51,5883,5905,22,0
17075ref1,5854,6089,JUNC00000088,23,+,5854,6089,255;0;0,2,72,146,0,89,5926,5943,17,0
17075ref1,5854,6128,JUNC00000089,27,+,5854,6128,255;0;0,2,85,148,0,126,5939,5980,41,0
17075ref1,5807,6142,JUNC00000090,2,-,5807,6142,255;0;0,2,148,149,0,186,5955,5993,38,0
17075ref1,5825,6142,JUNC00000091,25,+,5825,6142,255;0;0,2,149,150,0,167,5974,5992,18,0
17075ref1,5825,6164,JUNC00000092,289,-,5825,6164,255;0;0,2,149,150,0,189,5974,6014,40,0
17075ref1,5900,6174,JUNC00000093,2,+,5900,6174,255;0;0,2,150,119,0,155,6050,6055,5,0
17075ref1,5955,6258,JUNC00000094,18,+,5955,6258,255;0;0,2,150,148,0,155,6105,6110,5,0
17075ref1,6024,6467,JUNC00000095,376,+,6024,6467,255;0;0,2,150,150,0,293,6174,6317,143,0
17075ref1,6214,6530,JUNC00000096,355,-,6214,6530,255;0;0,2,150,147,0,169,6364,6383,19,0
17075ref1,6237,7280,JUNC00000097,26,-,6237,7280,255;0;0,2,147,146,0,897,6384,7134,750,0
17075ref1,6407,7184,JUNC00000098,176,-,6407,7184,255;0;0,2,148,149,0,628,6555,7035,480,0
17075ref1,6577,6880,JUNC00000099,9,-,6577,6880,255;0;0,2,148,150,0,153,6725,6730,5,0
17075ref1,6652,7120,JUNC00000100,98,+,6652,7120,255;0;0,2,143,149,0,319,6795,6971,176,0
17075ref1,6748,7405,JUNC00000101,27,+,6748,7405,255;0;0,2,47,148,0,509,6795,7257,462,0
17075ref1,6744,7103,JUNC00000102,7,-,6744,7103,255;0;0,2,148,144,0,215,6892,6959,67,0
17075ref1,6742,7108,JUNC00000103,80,-,6742,7108,255;0;0,2,150,146,0,220,6892,6962,70,0
17075ref1,6742,7343,JUNC00000104,8,-,6742,7343,255;0;0,2,150,129,0,472,6892,7214,322,0
17075ref1,6875,7093,JUNC00000105,15,-,6875,7093,255;0;0,2,47,145,0,73,6922,6948,26,0
17075ref1,6916,7103,JUNC00000106,23,-,6916,7103,255;0;0,2,9,147,0,40,6925,6956,31,0
17075ref1,6793,7121,JUNC00000107,7,-,6793,7121,255;0;0,2,149,148,0,180,6942,6973,31,0
17075ref1,6928,7642,JUNC00000108,249,+,6928,7642,255;0;0,2,145,148,0,566,7073,7494,421,0
17075ref1,6966,7367,JUNC00000109,19,+,6966,7367,255;0;0,2,149,148,0,253,7115,7219,104,0
17075ref1,6970,7371,JUNC00000110,32,+,6970,7371,255;0;0,2,147,150,0,251,7117,7221,104,0
17075ref1,6988,7175,JUNC00000111,19,+,6988,7175,255;0;0,2,149,33,0,154,7137,7142,5,0
17075ref1,7009,7330,JUNC00000112,23,-,7009,7330,255;0;0,2,149,149,0,172,7158,7181,23,0
17075ref1,7307,7556,JUNC00000113,97,+,7307,7556,255;0;0,2,78,123,0,126,7385,7433,48,0
17075ref1,7325,9145,JUNC00000114,8,-,7325,9145,255;0;0,2,146,88,0,1732,7471,9057,1586,0
17075ref1,7382,7579,JUNC00000115,3,-,7382,7579,255;0;0,2,148,23,0,174,7530,7556,26,0
17075ref1,7409,7899,JUNC00000116,47,+,7409,7899,255;0;0,2,145,26,0,464,7554,7873,319,0
17075ref1,7440,7727,JUNC00000117,8,-,7440,7727,255;0;0,2,133,149,0,138,7573,7578,5,0
17075ref1,7516,7716,JUNC00000118,7,+,7516,7716,255;0;0,2,144,20,0,180,7660,7696,36,0
17075ref1,7512,7811,JUNC00000119,17,+,7512,7811,255;0;0,2,148,112,0,187,7660,7699,39,0
17075ref1,7710,7952,JUNC00000120,33,+,7710,7952,255;0;0,2,147,79,0,163,7857,7873,16,0
17075ref1,7788,7998,JUNC00000121,43,-,7788,7998,255;0;0,2,147,20,0,190,7935,7978,43,0
17075ref1,7870,8194,JUNC00000122,23,+,7870,8194,255;0;0,2,145,150,0,174,8015,8044,29,0
17075ref1,7963,8544,JUNC00000123,496,+,7963,8544,255;0;0,2,143,150,0,431,8106,8394,288,0
17075ref1,8041,8345,JUNC00000124,9,+,8041,8345,255;0;0,2,150,148,0,156,8191,8197,6,0
17075ref1,8765,9073,JUNC00000125,845,+,8765,9073,255;0;0,2,150,145,0,163,8915,8928,13,0
17075ref1,8766,9282,JUNC00000126,502,+,8766,9282,255;0;0,2,149,150,0,366,8915,9132,217,0
17075ref1,8795,9078,JUNC00000127,883,+,8795,9078,255;0;0,2,128,150,0,133,8923,8928,5,0
17075ref1,8974,9227,JUNC00000128,11,+,8974,9227,255;0;0,2,56,144,0,109,9030,9083,53,0
17075ref1,8951,10119,JUNC00000129,3,-,8951,10119,255;0;0,2,127,149,0,1019,9078,9970,892,0
17075ref1,9036,9198,JUNC00000130,2,+,9036,9198,255;0;0,2,143,10,0,152,9179,9188,9,0
17075ref1,9661,9970,JUNC00000131,71,-,9661,9970,255;0;0,2,148,146,0,163,9809,9824,15,0
17075ref1,9778,10114,JUNC00000132,187,-,9778,10114,255;0;0,2,46,149,0,187,9824,9965,141,0
17075ref1,9678,10138,JUNC00000133,3,-,9678,10138,255;0;0,2,148,57,0,403,9826,10081,255,0
17075ref1,9917,10106,JUNC00000134,3,+,9917,10106,255;0;0,2,8,143,0,46,9925,9963,38,0
18010ref1,629,822,JUNC00000001,9,-,629,822,255;0;0,2,21,146,0,47,650,676,26,0
18010ref1,513,1074,JUNC00000002,10,+,513,1074,255;0;0,2,143,59,0,502,656,1015,359,0
18010ref1,666,842,JUNC00000003,22,+,666,842,255;0;0,2,8,148,0,28,674,694,20,0
18010ref1,625,928,JUNC00000004,1,+,625,928,255;0;0,2,49,102,0,201,674,826,152,0
18010ref1,632,1039,JUNC00000005,3,+,632,1039,255;0;0,2,42,24,0,383,674,1015,341,0
18010ref1,672,1019,JUNC00000006,108,+,672,1019,255;0;0,2,45,148,0,199,717,871,154,0
18010ref1,713,892,JUNC00000007,15,+,713,892,255;0;0,2,17,147,0,32,730,745,15,0
18010ref1,681,1020,JUNC00000008,22,+,681,1020,255;0;0,2,51,149,0,190,732,871,139,0
18010ref1,648,828,JUNC00000009,35,-,648,828,255;0;0,2,96,43,0,137,744,785,41,0
18010ref1,620,1014,JUNC00000010,70,-,620,1014,255;0;0,2,150,61,0,333,770,953,183,0
18010ref1,700,1901,JUNC00000011,1814,-,700,1901,255;0;0,2,70,150,0,1051,770,1751,981,0
18010ref1,757,1852,JUNC00000012,314,-,757,1852,255;0;0,2,28,140,0,955,785,1712,927,0
18010ref1,671,984,JUNC00000013,37,-,671,984,255;0;0,2,147,150,0,163,818,834,16,0
18010ref1,690,1058,JUNC00000014,4,+,690,1058,255;0;0,2,150,148,0,220,840,910,70,0
18010ref1,707,1007,JUNC00000015,23,-,707,1007,255;0;0,2,148,147,0,153,855,860,5,0
18010ref1,721,1023,JUNC00000016,85,+,721,1023,255;0;0,2,146,145,0,157,867,878,11,0
18010ref1,871,1096,JUNC00000017,7,+,871,1096,255;0;0,2,47,147,0,78,918,949,31,0
18010ref1,826,1171,JUNC00000018,9,+,826,1171,255;0;0,2,143,149,0,196,969,1022,53,0
18010ref1,871,1458,JUNC00000019,802,+,871,1458,255;0;0,2,144,150,0,437,1015,1308,293,0
18010ref1,955,1239,JUNC00000020,1706,-,955,1239,255;0;0,2,146,81,0,203,1101,1158,57,0
18010ref1,975,1315,JUNC00000021,2,+,975,1315,255;0;0,2,147,144,0,196,1122,1171,49,0
18010ref1,993,1293,JUNC00000022,18,+,993,1293,255;0;0,2,134,146,0,154,1127,1147,20,0
18010ref1,1003,1272,JUNC00000023,52,-,1003,1272,255;0;0,2,147,114,0,155,1150,1158,8,0
18010ref1,1474,1783,JUNC00000024,414,+,1474,1783,255;0;0,2,150,150,0,159,1624,1633,9,0
18010ref1,1599,2122,JUNC00000025,5084,+,1599,2122,255;0;0,2,150,150,0,373,1749,1972,223,0
18010ref1,1759,2032,JUNC00000026,4,-,1759,2032,255;0;0,2,56,147,0,126,1815,1885,70,0
18010ref1,1690,2062,JUNC00000027,303,-,1690,2062,255;0;0,2,136,150,0,222,1826,1912,86,0
18010ref1,1884,2300,JUNC00000028,2545,+,1884,2300,255;0;0,2,150,150,0,266,2034,2150,116,0
18010ref1,2157,2501,JUNC00000029,1104,-,2157,2501,255;0;0,2,150,147,0,197,2307,2354,47,0
18010ref1,2171,2488,JUNC00000030,20,-,2171,2488,255;0;0,2,148,149,0,168,2319,2339,20,0
18010ref1,2371,2659,JUNC00000031,10,+,2371,2659,255;0;0,2,122,150,0,138,2493,2509,16,0
18010ref1,2371,2763,JUNC00000032,12,+,2371,2763,255;0;0,2,122,150,0,242,2493,2613,120,0
18010ref1,2505,2779,JUNC00000033,5,+,2505,2779,255;0;0,2,26,150,0,124,2531,2629,98,0
18010ref1,2535,2836,JUNC00000034,120,+,2535,2836,255;0;0,2,43,141,0,160,2578,2695,117,0
18010ref1,2529,2835,JUNC00000035,99,+,2529,2835,255;0;0,2,51,138,0,168,2580,2697,117,0
