pvalue,features
7.456508826185482e-13,SNV_5469
5.919593563053553e-18,SNV_5470
2.108691500039786e-17,SNV_5471
5.919593563053553e-18,SNV_5472
1.0504582989259142e-16,SNV_5473
2.3497610472953e-17,SNV_5474
5.919593563053553e-18,SNV_5477
5.919593563053553e-18,SNV_5478
1.6630005641213552e-16,SNV_5479
7.399204032925227e-17,SNV_5480
5.919593563053553e-18,SNV_5481
5.919593563053553e-18,SNV_5483
5.919593563053553e-18,SNV_5485
5.919593563053553e-18,SNV_5486
1.3935228883911364e-17,SNV_5488
4.646433642876947e-17,SNV_5491
1.862027564865453e-17,SNV_5492
5.919593563053553e-18,SNV_5494
1.633288137256777e-17,SNV_5497
2.3516688566600923e-17,SNV_5498
5.919593563053553e-18,SNV_5501
5.919593563053553e-18,SNV_5502
5.919593563053553e-18,SNV_5504
5.919593563053553e-18,SNV_5505
5.919593563053553e-18,SNV_5507
1.7076511118424776e-16,SNV_5509
7.755153085396596e-17,SNV_5510
5.601807398040992e-16,SNV_5511
2.7321214804171193e-17,SNV_5512
5.919593563053553e-18,SNV_5513
2.3903016654248914e-17,SNV_5514
5.919593563053553e-18,SNV_5516
4.583868348321396e-17,SNV_5517
3.728905849191815e-15,SNV_5520
2.3839485874482392e-17,SNV_5521
5.919593563053553e-18,SNV_5524
2.3247211321004623e-17,SNV_5526
2.350924559544917e-17,SNV_5527
5.919593563053553e-18,SNV_5529
5.919593563053553e-18,SNV_5530
2.1370416287275207e-13,SNV_5531
1.6392951559523615e-16,SNV_5532
7.342970971394892e-17,SNV_5538
2.3661986149918313e-17,SNV_5539
4.7154850260516484e-17,SNV_5540
3.4886051166848324e-17,SNV_5541
5.919593563053553e-18,SNV_5542
2.1076061729016673e-16,SNV_5544
2.2194023458406182e-17,SNV_5545
5.919593563053553e-18,SNV_5546
5.919593563053553e-18,SNV_5548
2.39078655869997e-17,SNV_5549
2.3824982089621887e-17,SNV_5550
2.3195942666638586e-17,SNV_5552
1.0465328967854316e-16,SNV_5553
2.3597555397645332e-17,SNV_5554
5.919593563053553e-18,SNV_5555
5.919593563053553e-18,SNV_5556
6.215259098689099e-17,SNV_5558
5.919593563053553e-18,SNV_5559
5.636740889670332e-17,SNV_5560
7.677659496890178e-17,SNV_5561
5.919593563053553e-18,SNV_5562
3.0678605848473515e-15,SNV_5563
1.2915631436325272e-15,SNV_5568
5.919593563053553e-18,SNV_5570
4.300217528365122e-17,SNV_5572
5.919593563053553e-18,SNV_5574
4.544384172182933e-16,SNV_5576
1.645183623122555e-16,SNV_5577
6.055375674194439e-17,SNV_5578
2.1610470697307172e-17,SNV_5579
5.919593563053553e-18,SNV_5582
2.056333117934772e-17,SNV_5583
1.6510730167350346e-17,SNV_5584
5.919593563053553e-18,SNV_5585
2.6731075035771323e-13,SNV_5587
5.82312585750221e-17,SNV_5588
6.627676131984767e-17,SNV_5589
5.919593563053553e-18,SNV_5590
5.919593563053553e-18,SNV_5593
6.66889487278053e-17,SNV_5594
5.919593563053553e-18,SNV_5595
5.919593563053553e-18,SNV_5596
5.919593563053553e-18,SNV_5597
2.262164771095527e-17,SNV_5598
5.919593563053553e-18,SNV_5599
7.808822548772506e-17,SNV_5600
1.8436082378573673e-17,SNV_5601
5.919593563053553e-18,SNV_5604
2.3211763323034275e-17,SNV_5605
5.919593563053553e-18,SNV_5607
2.3915432635243335e-17,SNV_5608
1.482573182671655e-17,SNV_5609
1.4205305008271153e-16,SNV_5610
2.3643943686397306e-17,SNV_5611
7.049279502291205e-17,SNV_5612
1.7776783696166448e-16,SNV_5613
1.5607811574422983e-16,SNV_5614
2.28225566468546e-17,SNV_5615
5.919593563053553e-18,SNV_5618
6.031423567679558e-16,SNV_5619
1.4579508282500342e-16,SNV_5620
5.919593563053553e-18,SNV_5621
1.2233919626858988e-14,SNV_5623
6.026245019998282e-17,SNV_5624
5.919593563053553e-18,SNV_5625
5.980889714395264e-17,SNV_5626
5.980600532053116e-16,SNV_5627
5.919593563053553e-18,SNV_5628
5.919593563053553e-18,SNV_5629
5.4484550607908065e-17,SNV_5630
7.370592848153753e-17,SNV_5631
4.309280648551845e-16,SNV_5632
2.381589799213483e-17,SNV_5633
5.3588872823190746e-17,SNV_5635
2.3446747137087114e-17,SNV_5636
2.3878978785648123e-17,SNV_5637
7.699572503933443e-17,SNV_5638
2.3697535063923392e-17,SNV_5639
5.778027970505819e-17,SNV_5642
2.3713309398204778e-17,SNV_5643
1.217144390603761e-16,SNV_5644
1.2525978645097634e-17,SNV_5646
5.919593563053553e-18,SNV_5648
5.919593563053553e-18,SNV_5649
2.3058521497113927e-17,SNV_5650
3.7161998917618577e-17,SNV_5655
7.226734228229961e-16,SNV_5656
7.455801053925085e-17,SNV_5657
5.919593563053553e-18,SNV_5658
2.3198389466890518e-17,SNV_5659
2.0309132952282008e-16,SNV_5660
5.919593563053553e-18,SNV_5661
1.8520788982021553e-17,SNV_5662
2.236283613217723e-17,SNV_5663
2.3900108287215178e-17,SNV_5664
2.3213836237649333e-17,SNV_5665
5.919593563053553e-18,SNV_5667
5.919593563053553e-18,SNV_5668
8.081581237551205e-11,SNV_5669
4.138714615464778e-08,SNV_5670
7.432078175701555e-17,SNV_5671
7.562606614617932e-17,SNV_5672
5.919593563053553e-18,SNV_5675
2.3873554135191e-17,SNV_5676
5.3076593252391756e-17,SNV_5678
1.2578997249680364e-15,SNV_5679
2.0275900143992078e-16,SNV_5681
2.9599415464057796e-16,SNV_5682
5.919593563053553e-18,SNV_5683
2.3501615681478982e-17,SNV_5684
2.071802222570126e-16,SNV_5685
5.919593563053553e-18,SNV_5687
2.38754913921856e-17,SNV_5690
2.0538751672881828e-16,SNV_5691
2.0992303405423024e-16,SNV_5692
5.919593563053553e-18,SNV_5693
5.919593563053553e-18,SNV_5695
7.547342816210614e-17,SNV_5696
2.0536811438037024e-16,SNV_5697
7.697114123152935e-17,SNV_5698
6.530086686804741e-17,SNV_5700
5.919593563053553e-18,SNV_5702
7.823171154550096e-17,SNV_5703
2.0165422563123985e-17,SNV_5704
1.3194388391079886e-16,SNV_5705
8.707883038974024e-16,SNV_5706
1.00214479692906e-15,SNV_5707
5.919593563053553e-18,SNV_5708
2.3926301788492282e-17,SNV_5709
5.919593563053553e-18,SNV_5710
1.8844823421227156e-16,SNV_5711
2.181509863724054e-17,SNV_5712
6.678451124961232e-17,SNV_5713
1.6118516060986774e-15,SNV_5714
2.1336705678287642e-16,SNV_5715
5.919593563053553e-18,SNV_5716
3.762107423141816e-15,SNV_5717
7.25787973557962e-15,SNV_5718
7.599897240120803e-17,SNV_5719
5.919593563053553e-18,SNV_5721
2.3734485221886135e-17,SNV_5722
2.3815125405442705e-17,SNV_5723
4.205297031062335e-16,SNV_5726
1.1350532660783243e-15,SNV_5727
2.2168334537302735e-16,SNV_5728
1.915780209523762e-16,SNV_5730
2.3693882234338357e-17,SNV_5731
1.9407564648986577e-17,SNV_5732
3.2500975132225175e-17,SNV_5733
5.919593563053553e-18,SNV_5734
1.4303739501164963e-17,SNV_5735
2.380585105641476e-17,SNV_5736
1.9697475902690897e-16,SNV_5737
2.3915626195506673e-17,SNV_5739
7.390461726467277e-17,SNV_5740
1.494143785080047e-17,SNV_5741
2.2925065831445846e-17,SNV_5742
6.672042791319661e-17,SNV_5743
4.592513113641514e-16,SNV_5744
5.919593563053553e-18,SNV_5745
2.3600045211289117e-17,SNV_5746
5.919593563053553e-18,SNV_5747
1.3347350795389315e-17,SNV_5748
7.412217900066402e-17,SNV_5751
1.2244548143341575e-16,SNV_5753
5.946491574058369e-16,SNV_5754
2.1130365805358534e-16,SNV_5755
2.1828394738406718e-17,SNV_5756
5.919593563053553e-18,SNV_5757
5.919593563053553e-18,SNV_5758
2.374315407470569e-17,SNV_5759
9.224696168334736e-15,SNV_5760
2.2040222127519502e-16,SNV_5761
2.288619992318443e-17,SNV_5762
5.989598668930916e-16,SNV_5763
8.437371912251024e-10,SNV_5764
5.980267012830134e-17,SNV_5765
8.964558967112374e-14,SNV_5766
5.101261880539434e-17,SNV_5767
5.919593563053553e-18,SNV_5769
2.0773031390797262e-17,SNV_5772
1.9824203043028454e-14,SNV_5773
5.919593563053553e-18,SNV_5774
5.867912062843791e-17,SNV_5775
6.309167921015509e-17,SNV_5776
2.0526915380060684e-17,SNV_5777
1.3929282117051598e-16,SNV_5779
5.919593563053553e-18,SNV_5780
2.3872392773610976e-17,SNV_5781
2.954835724443959e-17,SNV_5782
1.1424400921805633e-12,SNV_5783
5.571444575604376e-17,SNV_5784
5.919593563053553e-18,SNV_5785
5.919593563053553e-18,SNV_5786
2.3565214290055734e-17,SNV_5787
5.919593563053553e-18,SNV_5788
3.338894028491105e-16,SNV_5789
5.919593563053553e-18,SNV_5790
5.919593563053553e-18,SNV_5792
1.0274889756229743e-15,SNV_5793
7.499577437174862e-17,SNV_5794
7.184478533818302e-17,SNV_5795
2.809818720790348e-17,SNV_5796
5.919593563053553e-18,SNV_5797
1.9514289145979393e-17,SNV_5798
2.288032925694102e-16,SNV_5800
2.0532285105725133e-16,SNV_5801
2.6445391008516372e-17,SNV_5802
7.090191193643588e-17,SNV_5804
5.0390102528721634e-17,SNV_5805
1.574112585070453e-12,SNV_5806
5.919593563053553e-18,SNV_5807
9.241715465818645e-13,SNV_5808
2.387956112079936e-17,SNV_5809
5.770250487514351e-16,SNV_5810
6.090877869038521e-16,SNV_5811
1.0894018959904618e-16,SNV_5812
1.8447113818041358e-14,SNV_5813
7.253120628025912e-17,SNV_5814
5.2446083102279336e-17,SNV_5815
5.919593563053553e-18,SNV_5816
6.44974296477971e-17,SNV_5817
2.299347035938153e-17,SNV_5818
2.3309373944037983e-17,SNV_5821
2.3924941903565245e-17,SNV_5823
8.634076293719429e-16,SNV_5826
2.0875492268040735e-16,SNV_5827
1.0777529695042286e-15,SNV_5829
2.1023081472527142e-17,SNV_5830
5.919593563053553e-18,SNV_5831
5.919593563053553e-18,SNV_5832
1.864044727507225e-17,SNV_5834
5.919593563053553e-18,SNV_5835
5.919593563053553e-18,SNV_5836
5.919593563053553e-18,SNV_5838
2.0551798627247504e-17,SNV_5839
2.789797201845773e-14,SNV_5840
2.1394028632993077e-16,SNV_5841
5.919593563053553e-18,SNV_5842
5.919593563053553e-18,SNV_5843
3.221572024362504e-17,SNV_5844
5.919593563053553e-18,SNV_5845
5.919593563053553e-18,SNV_5846
2.3437424811583642e-17,SNV_5847
5.919593563053553e-18,SNV_5848
2.361748052424051e-17,SNV_5849
1.9186470851779728e-17,SNV_5850
7.134301757860835e-17,SNV_5851
1.5330129028022401e-16,SNV_5852
5.919593563053553e-18,SNV_5853
2.3831943641657133e-17,SNV_5854
5.919593563053553e-18,SNV_5855
2.3518215542011696e-17,SNV_5858
1.65240643188247e-17,SNV_5859
1.6080267030938975e-17,SNV_5862
2.3188412014341904e-17,SNV_5863
5.919593563053553e-18,SNV_5864
2.3207619148165385e-17,SNV_5865
2.350314100252853e-17,SNV_5866
1.0257410172571967e-15,SNV_5868
1.640697690311782e-17,SNV_5871
4.015506924608045e-17,SNV_5872
2.386832469935844e-17,SNV_5873
2.067598656133254e-17,SNV_5874
5.919593563053553e-18,SNV_5876
5.919593563053553e-18,SNV_5879
1.4259934662902115e-16,SNV_5883
5.919593563053553e-18,SNV_5884
1.1370006146763967e-17,SNV_5885
2.344503487321913e-17,SNV_5886
5.919593563053553e-18,SNV_5887
1.2905975492337145e-17,SNV_5889
5.919593563053553e-18,SNV_5890
5.919593563053553e-18,SNV_5896
5.919593563053553e-18,SNV_5897
5.919593563053553e-18,SNV_5904
5.919593563053553e-18,SNV_5905
5.919593563053553e-18,SNV_5906
5.919593563053553e-18,SNV_5908
5.919593563053553e-18,SNV_5909
5.919593563053553e-18,SNV_5910
4.123639944747917e-17,SNV_5911
2.955563974255251e-16,SNV_5914
1.6620160736086293e-15,SNV_5915
2.279610241824842e-15,SNV_5923
2.384935413919015e-17,SNV_5924
4.5469732146141695e-11,SNV_5925
2.9752355093504157e-12,SNV_5926
5.919593563053553e-18,SNV_5927
5.919593563053553e-18,SNV_5931
5.919593563053553e-18,SNV_5932
2.3860385419839156e-17,SNV_5934
4.760915969049878e-16,SNV_5937
5.4347913605604106e-17,SNV_5938
5.919593563053553e-18,SNV_5939
5.919593563053553e-18,SNV_5940
1.0528330484377703e-15,SNV_5943
5.919593563053553e-18,SNV_5944
5.612881030337362e-17,SNV_5946
5.919593563053553e-18,SNV_5947
1.563827465114984e-17,SNV_5948
1.7938730109108815e-17,SNV_5949
3.755975751636642e-15,SNV_5950
5.76609102634774e-16,SNV_5952
7.145028636044423e-17,SNV_5953
5.919593563053553e-18,SNV_5954
2.276740520669324e-17,SNV_5956
5.919593563053553e-18,SNV_5958
5.919593563053553e-18,SNV_5959
1.6048291537180125e-17,SNV_5960
5.919593563053553e-18,SNV_5961
2.2048305667337615e-17,SNV_5963
5.919593563053553e-18,SNV_5965
1.0589828252721917e-15,SNV_5967
1.9617441877087206e-17,SNV_5968
2.3666595200291458e-17,SNV_5969
5.919593563053553e-18,SNV_5970
5.919593563053553e-18,SNV_5972
1.7779721179957746e-17,SNV_5975
7.66443056278974e-17,SNV_5977
1.6898471079484577e-17,SNV_5978
1.9145292146525613e-17,SNV_5980
5.680431907880893e-17,SNV_5984
2.1914736843361738e-16,SNV_5985
7.355467417872324e-14,SNV_5986
5.919593563053553e-18,SNV_5987
2.236701339427062e-17,SNV_5988
5.919593563053553e-18,SNV_5989
2.2922274924059092e-17,SNV_5990
1.4534923379832631e-15,SNV_5991
1.7656879895909946e-17,SNV_5992
1.9714877135801052e-17,SNV_5993
5.919593563053553e-18,SNV_5995
5.919593563053553e-18,SNV_5997
1.2039601904308497e-16,SNV_6000
5.919593563053553e-18,SNV_6001
4.0637790013998228e-16,SNV_6004
5.919593563053553e-18,SNV_6005
1.5487090056500136e-15,SNV_6006
3.582820988454622e-17,SNV_6007
5.254811343002874e-13,SNV_6008
1.4751719345100001e-15,SNV_6009
4.827710106680705e-11,SNV_6010
1.3942961699149755e-16,SNV_6012
5.919593563053553e-18,SNV_6013
5.919593563053553e-18,SNV_6015
2.3909030257302175e-17,SNV_6018
2.378441880674351e-17,SNV_6019
5.919593563053553e-18,SNV_6020
2.385709489536242e-17,SNV_6021
1.8448695228553882e-17,SNV_6022
2.2615861748006584e-16,SNV_6023
1.1846306338767106e-16,SNV_6025
5.919593563053553e-18,SNV_6027
5.354028026354244e-16,SNV_6028
2.390107774289309e-17,SNV_6029
2.3403589815807773e-17,SNV_6030
1.4665248927888362e-15,SNV_6031
6.008891961887001e-16,SNV_6033
3.449422669564049e-15,SNV_6037
2.261124012448813e-16,SNV_6038
1.4210462115430951e-15,SNV_6039
4.302976341144109e-16,SNV_6041
2.3600045211289117e-17,SNV_6042
5.919593563053553e-18,SNV_6043
2.2880813323035484e-17,SNV_6045
5.919593563053553e-18,SNV_6046
3.760247636819258e-05,SNV_6048
5.919593563053553e-18,SNV_6049
5.919593563053553e-18,SNV_6050
3.3043845827309846e-16,SNV_6051
2.196529544588996e-16,SNV_6052
5.919593563053553e-18,SNV_6053
5.919593563053553e-18,SNV_6056
5.919593563053553e-18,SNV_6057
5.425689660669918e-16,SNV_6059
6.17111685345439e-18,SNV_6063
2.3712732026137216e-17,SNV_6066
3.5897659968776174e-17,SNV_6067
5.919593563053553e-18,SNV_6068
1.0807468074562989e-16,SNV_6069
1.7784646213324887e-17,SNV_6072
1.0198716083283164e-15,SNV_6073
1.3410305030268888e-15,SNV_6074
1.5493125166249322e-15,SNV_6075
5.919593563053553e-18,SNV_6076
5.919593563053553e-18,SNV_6079
2.612036834655912e-13,SNV_6081
3.934711237385535e-11,SNV_6082
1.1634198812671137e-11,SNV_6083
2.0910481679514703e-11,SNV_6086
2.3628981643477447e-17,SNV_6087
5.919593563053553e-18,SNV_6088
5.919593563053553e-18,SNV_6089
7.17197354818997e-17,SNV_6090
1.5575294773671278e-15,SNV_6091
5.126791699505695e-11,SNV_6092
2.1280707536051272e-16,SNV_6093
7.683852763572485e-17,SNV_6096
7.516126343381843e-17,SNV_6098
5.919593563053553e-18,SNV_6099
5.919593563053553e-18,SNV_6100
5.696183279628475e-16,SNV_6102
5.919593563053553e-18,SNV_6105
7.748222635352382e-17,SNV_6107
1.8947888802062283e-16,SNV_6108
5.919593563053553e-18,SNV_6112
1.1880288241819764e-16,SNV_6116
5.919593563053553e-18,SNV_6117
5.919593563053553e-18,SNV_6119
5.919593563053553e-18,SNV_6120
7.244375012845512e-17,SNV_6121
3.9608358368310725e-13,SNV_6122
1.965354334774147e-17,SNV_6123
1.4555330521114356e-15,SNV_6124
1.240100406225006e-17,SNV_6126
7.05130872853503e-15,SNV_6127
7.794188731119708e-17,SNV_6134
4.9651077520251885e-12,SNV_6135
9.24170204881676e-15,SNV_6136
2.935486977299609e-17,SNV_6137
2.5954298389294084e-13,SNV_6138
5.919593563053553e-18,SNV_6139
2.1370887759048538e-17,SNV_6140
5.919593563053553e-18,SNV_6142
5.919593563053553e-18,SNV_6143
2.2768328340256848e-17,SNV_6144
8.464160028662338e-17,SNV_6145
6.017850791142094e-17,SNV_6146
2.8061357818310166e-17,SNV_6147
3.157421613525285e-15,SNV_6148
3.2986190412172614e-14,SNV_6149
2.9168865969990475e-16,SNV_6150
5.500984536933721e-16,SNV_6151
5.919593563053553e-18,SNV_6152
2.1242229740933266e-16,SNV_6153
2.1739375215244986e-17,SNV_6154
7.087198189426047e-11,SNV_6155
1.9458571583406801e-16,SNV_6156
2.3088129732308548e-15,SNV_6157
2.9481484527943413e-13,SNV_6158
5.919593563053553e-18,SNV_6159
1.280289240983691e-16,SNV_6160
5.919593563053553e-18,SNV_6161
5.919593563053553e-18,SNV_6162
2.114767141638988e-17,SNV_6163
5.815633998679237e-12,SNV_6164
2.0620727256819303e-16,SNV_6165
5.5333979585847626e-12,SNV_6166
2.4492798350058244e-15,SNV_6167
2.3660065436535965e-17,SNV_6169
3.824900887197533e-16,SNV_6171
6.757547961548345e-15,SNV_6172
6.806818563659389e-12,SNV_6173
7.644958342593877e-13,SNV_6174
2.1468533121637973e-17,SNV_6175
1.10407557713134e-15,SNV_6176
9.111321655377695e-18,SNV_6178
2.3296578208209517e-11,SNV_6179
5.025678224274133e-12,SNV_6180
2.0838228112317466e-16,SNV_6181
1.350206649172511e-16,SNV_6182
1.9693922599477165e-14,SNV_6183
1.970158384307849e-13,SNV_6184
2.823334719650566e-16,SNV_6186
4.398415767888075e-14,SNV_6187
5.919593563053553e-18,SNV_6189
2.1900091114308119e-16,SNV_6190
5.919593563053553e-18,SNV_6191
1.1748355250223271e-17,SNV_6192
1.0313082299262533e-07,SNV_6193
7.523392297882509e-17,SNV_6194
2.1693671832040206e-16,SNV_6195
8.481161550832894e-09,SNV_6196
2.3085710923848545e-16,SNV_6198
5.919593563053553e-18,SNV_6199
5.4693873624998284e-17,SNV_6200
5.919593563053553e-18,SNV_6201
4.178660022169378e-12,SNV_6202
5.919593563053553e-18,SNV_6204
7.823362725874194e-13,SNV_6205
3.3950048261094596e-15,SNV_6206
5.970366256467915e-16,SNV_6207
5.919593563053553e-18,SNV_6208
5.919593563053553e-18,SNV_6209
5.919593563053553e-18,SNV_6213
5.919593563053553e-18,SNV_6214
3.420967402689712e-07,SNV_6215
0.000165572389960289,SNV_6216
6.406442025763681e-06,SNV_6217
5.919593563053553e-18,SNV_6218
5.919593563053553e-18,SNV_6220
1.9446422356850235e-06,SNV_6225
7.101370442796906e-07,SNV_6226
3.3258056224505722e-15,SNV_6227
2.3860774194727056e-17,SNV_6228
5.919593563053553e-18,SNV_6229
1.0678440553676949e-12,SNV_6230
5.919593563053553e-18,SNV_6231
3.585799831276548e-17,SNV_6232
2.3256082005893642e-17,SNV_6233
2.3595831553248772e-17,SNV_6234
5.919593563053553e-18,SNV_6237
5.919593563053553e-18,SNV_6238
3.62046852187773e-14,SNV_6239
4.046420649332622e-17,SNV_6240
2.1925785329367486e-17,SNV_6241
1.6967175311499803e-15,SNV_6244
5.919593563053553e-18,SNV_6246
5.919593563053553e-18,SNV_6247
5.919593563053553e-18,SNV_6250
6.654169836667334e-12,SNV_6251
7.637247422627777e-17,SNV_6252
1.4328771640862043e-17,SNV_6253
1.1582478265381724e-07,SNV_6257
1.839874013700058e-17,SNV_6258
5.919593563053553e-18,SNV_6259
5.919593563053553e-18,SNV_6261
5.919593563053553e-18,SNV_6264
5.919593563053553e-18,SNV_6265
7.161549748982822e-17,SNV_6266
5.919593563053553e-18,SNV_6267
1.412049087134364e-17,SNV_6268
5.919593563053553e-18,SNV_6269
2.2277820163180254e-17,SNV_6271
5.919593563053553e-18,SNV_6272
5.919593563053553e-18,SNV_6274
2.3897198265820216e-17,SNV_6275
5.919593563053553e-18,SNV_6277
5.919593563053553e-18,SNV_6278
1.0527819485282492e-16,SNV_6280
5.919593563053553e-18,SNV_6281
2.007183038553606e-17,SNV_6282
5.919593563053553e-18,SNV_6283
1.8022798129123804e-17,SNV_6284
2.1542659092434565e-16,SNV_6286
5.919593563053553e-18,SNV_6288
6.603012914840886e-17,SNV_6289
2.3925137118189807e-17,SNV_6290
8.81050129229212e-15,SNV_6293
5.919593563053553e-18,SNV_6294
2.3903016654248914e-17,SNV_6295
4.0644124232256914e-16,SNV_6298
1.9651426956513417e-14,SNV_6299
2.3107675546962033e-16,SNV_6300
5.919593563053553e-18,SNV_6301
2.3786155886029873e-17,SNV_6302
2.2629730919901138e-17,SNV_6305
5.919593563053553e-18,SNV_6306
5.919593563053553e-18,SNV_6307
5.919593563053553e-18,SNV_6309
3.6128367259062114e-17,SNV_6310
5.919593563053553e-18,SNV_6312
1.893818365737132e-16,SNV_6313
2.1702034958905362e-16,SNV_6314
9.810567205670821e-18,SNV_6315
7.174149860381597e-18,SNV_6316
1.4766265812480114e-16,SNV_6317
5.919593563053553e-18,SNV_6318
7.644507421428033e-17,SNV_6320
7.826231061072052e-17,SNV_6321
2.3377012502726444e-17,SNV_6322
5.919593563053553e-18,SNV_6323
5.919593563053553e-18,SNV_6324
4.4170786274564086e-17,SNV_6326
5.919593563053553e-18,SNV_6327
5.919593563053553e-18,SNV_6328
2.3735641620382485e-17,SNV_6329
2.563070247757412e-17,SNV_6330
3.951254843347376e-17,SNV_6331
1.3609690233305446e-15,SNV_6332
5.919593563053553e-18,SNV_6334
7.140300937319433e-12,SNV_6335
1.4194853415795423e-16,SNV_6336
3.474461048188181e-14,SNV_6337
8.531012701817886e-11,SNV_6338
3.10601322439652e-08,SNV_6339
5.919593563053553e-18,SNV_6340
5.919593563053553e-18,SNV_6341
2.3701573359673876e-17,SNV_6346
2.1774727260264277e-17,SNV_6349
7.71181729162829e-16,SNV_6351
5.919593563053553e-18,SNV_6352
5.919593563053553e-18,SNV_6353
2.3558138587095955e-17,SNV_6354
2.2599616582520533e-17,SNV_6355
5.919593563053553e-18,SNV_6357
5.919593563053553e-18,SNV_6359
1.7629372964169006e-15,SNV_6360
5.919593563053553e-18,SNV_6361
2.2621831345051257e-17,SNV_6362
5.919593563053553e-18,SNV_6363
2.3857482015889095e-17,SNV_6364
5.919593563053553e-18,SNV_6365
5.919593563053553e-18,SNV_6366
5.875958875842707e-17,SNV_6367
1.2021468781792355e-16,SNV_6368
9.390494185672056e-16,SNV_6370
2.3160383826466157e-17,SNV_6371
5.919593563053553e-18,SNV_6372
2.0919101560806776e-17,SNV_6374
7.156400715105802e-17,SNV_6375
9.055322355088468e-18,SNV_6377
9.02314668362138e-18,SNV_6378
1.3430904871546113e-15,SNV_6379
5.919593563053553e-18,SNV_6380
5.919593563053553e-18,SNV_6381
5.919593563053553e-18,SNV_6382
5.678565126674483e-17,SNV_6384
5.919593563053553e-18,SNV_6385
1.7001132465308534e-17,SNV_6386
5.919593563053553e-18,SNV_6389
1.0964147497672986e-17,SNV_6391
2.2860016348074676e-16,SNV_6392
5.919593563053553e-18,SNV_6393
5.919593563053553e-18,SNV_6394
2.2642045984860828e-17,SNV_6395
2.3795809083778367e-17,SNV_6396
3.7124855199392495e-17,SNV_6398
5.919593563053553e-18,SNV_6400
5.919593563053553e-18,SNV_6402
2.2091761435381966e-16,SNV_6405
1.856774471667374e-17,SNV_6406
3.510581320326896e-17,SNV_6408
2.367543114359475e-17,SNV_6409
4.926195390465241e-17,SNV_6411
1.796540205165222e-16,SNV_6412
3.7705896640151794e-16,SNV_6414
1.7216583898121035e-16,SNV_6415
1.736751722838787e-16,SNV_6416
5.919593563053553e-18,SNV_6418
1.399438189300401e-16,SNV_6419
7.356886796275994e-17,SNV_6420
5.919593563053553e-18,SNV_6421
1.9388150720009957e-17,SNV_6422
5.736584898327933e-17,SNV_6423
6.537668293427157e-17,SNV_6424
2.2581273025256557e-17,SNV_6426
2.381222696457632e-17,SNV_6427
3.808052673957706e-17,SNV_6428
2.331448261150111e-17,SNV_6429
1.148743700786118e-16,SNV_6430
5.919593563053553e-18,SNV_6432
2.3917566761223722e-17,SNV_6434
2.0875277531953717e-17,SNV_6436
2.30639494562935e-17,SNV_6437
7.69250705801326e-17,SNV_6438
5.919593563053553e-18,SNV_6439
2.3907478466473025e-17,SNV_6440
5.919593563053553e-18,SNV_6442
1.9363082184365925e-17,SNV_6444
5.919593563053553e-18,SNV_6445
5.919593563053553e-18,SNV_6446
5.990529346381712e-17,SNV_6447
5.242630355947197e-17,SNV_6448
5.919593563053553e-18,SNV_6450
5.919593563053553e-18,SNV_6451
5.919593563053553e-18,SNV_6452
4.440028124894427e-16,SNV_6453
2.312863332583392e-17,SNV_6456
9.952227675834815e-18,SNV_6457
2.14074977803434e-16,SNV_6458
4.8340564037774496e-17,SNV_6460
2.018176063753644e-15,SNV_6461
1.2607541962217813e-17,SNV_6462
2.3117745974611498e-17,SNV_6463
5.919593563053553e-18,SNV_6464
2.262164771095527e-17,SNV_6465
4.9712350439465086e-17,SNV_6467
8.646437879316768e-18,SNV_6468
1.465061537493336e-16,SNV_6469
2.3924941903565245e-17,SNV_6470
5.919593563053553e-18,SNV_6471
6.404987861429162e-17,SNV_6472
2.2859831059617464e-17,SNV_6473
5.919593563053553e-18,SNV_6474
1.9239194020534878e-16,SNV_6475
1.6557935048803032e-16,SNV_6476
7.389162722033324e-17,SNV_6478
1.858014415405591e-17,SNV_6479
5.919593563053553e-18,SNV_6480
5.919593563053553e-18,SNV_6481
2.4913402883231412e-17,SNV_6482
2.3925719453341045e-17,SNV_6484
5.919593563053553e-18,SNV_6485
8.972704713559529e-16,SNV_6486
4.186207555409183e-16,SNV_6487
5.919593563053553e-18,SNV_6488
5.919593563053553e-18,SNV_6489
5.919593563053553e-18,SNV_6491
5.919593563053553e-18,SNV_6492
2.3926301788492282e-17,SNV_6494
6.215408652943848e-17,SNV_6495
6.648493290152522e-17,SNV_6498
5.919593563053553e-18,SNV_6499
5.919593563053553e-18,SNV_6500
1.6264288247452422e-17,SNV_6501
2.3730441963051976e-17,SNV_6502
5.919593563053553e-18,SNV_6504
2.2779424140993635e-17,SNV_6505
4.236401404374493e-16,SNV_6506
2.3637612445988825e-17,SNV_6507
6.606447368744206e-17,SNV_6508
5.919593563053553e-18,SNV_6511
1.7388636142043085e-16,SNV_6512
5.919593563053553e-18,SNV_6514
5.919593563053553e-18,SNV_6515
5.919593563053553e-18,SNV_6516
5.919593563053553e-18,SNV_6517
5.919593563053553e-18,SNV_6519
5.919593563053553e-18,SNV_6520
7.943965411427289e-15,SNV_6521
6.543953746940279e-13,SNV_6522
5.919593563053553e-18,SNV_6523
5.919593563053553e-18,SNV_6524
5.919593563053553e-18,SNV_6525
7.703138644990281e-17,SNV_6527
5.919593563053553e-18,SNV_6529
2.2414837668565987e-17,SNV_6530
5.919593563053553e-18,SNV_6531
